customer_id,tenure_months,contract_type,plan_tier,payment_method,monthly_spend,logins_per_week,last_login_days,active_campaigns,support_tickets_90d,discount_pct,price_increase_recent,has_account_manager,nps_score,churn
SMB-00850,71,Month-to-month,Starter,Credit card,118.18,8.4,10,0,1,6.5,1,0,17.0,1
SMB-00851,58,Month-to-month,Growth,Credit card,318.15,2.5,11,1,1,18.9,1,0,16.0,0
SMB-00852,70,Month-to-month,Growth,PayPal,578.05,5.6,1,4,1,2.8,0,1,19.0,0
SMB-00853,18,Month-to-month,Starter,Credit card,131.8,5.0,4,4,1,1.8,0,1,30.0,0
SMB-00854,21,Annual,Starter,Manual invoice,98.36,6.4,4,3,0,1.4,0,0,16.0,0
SMB-00855,62,Month-to-month,Starter,Manual invoice,71.83,5.1,1,2,0,14.4,0,0,29.0,0
SMB-00856,18,Annual,Growth,PayPal,440.46,6.7,31,4,2,13.8,0,0,-10.0,0
SMB-00857,5,Month-to-month,Growth,Credit card,452.24,5.7,5,4,1,10.7,1,0,45.0,1
SMB-00858,49,Annual,Growth,PayPal,360.04,2.1,6,4,1,9.9,0,0,51.0,0
SMB-00859,58,Month-to-month,Growth,Manual invoice,441.9,6.1,5,3,1,0.9,0,1,100.0,0
SMB-00860,70,Month-to-month,Starter,Credit card,109.99,4.3,0,3,1,9.6,0,0,46.0,0
SMB-00861,67,Month-to-month,Growth,PayPal,496.2,2.8,2,2,1,15.4,0,0,24.0,0
SMB-00862,9,Annual,Starter,Credit card,153.8,6.0,7,5,0,1.5,0,0,85.0,0
SMB-00863,56,Month-to-month,Enterprise,Manual invoice,1593.19,6.5,3,4,3,0.7,0,0,78.0,0
SMB-00864,61,Two-year,Starter,Bank transfer,84.66,3.4,1,2,0,9.9,0,0,4.0,0
SMB-00865,51,Month-to-month,Growth,Credit card,631.43,3.7,1,4,2,12.6,0,0,90.0,0
SMB-00866,60,Annual,Starter,Bank transfer,151.49,1.4,1,2,2,12.9,0,1,41.0,0
SMB-00867,61,Month-to-month,Pro,Credit card,656.42,0.5,13,3,0,15.3,0,0,-20.0,0
SMB-00868,33,Annual,Starter,Credit card,81.04,4.0,10,3,0,9.0,0,0,4.0,0
SMB-00869,3,Month-to-month,Enterprise,Manual invoice,2527.96,6.2,2,1,0,0.0,1,1,8.0,1
SMB-00870,33,Month-to-month,Starter,Credit card,90.19,3.2,1,1,3,11.1,0,1,82.0,0
SMB-00871,15,Month-to-month,Pro,Manual invoice,831.49,7.6,0,0,0,15.1,0,0,36.0,0
SMB-00872,9,Month-to-month,Growth,Credit card,375.53,4.0,1,2,0,4.3,0,0,33.0,0
SMB-00873,9,Month-to-month,Starter,Bank transfer,117.32,4.1,6,1,1,7.2,0,1,28.0,0
SMB-00874,51,Two-year,Starter,Manual invoice,159.04,3.9,6,2,3,0.0,1,0,99.0,0
SMB-00875,37,Month-to-month,Growth,Bank transfer,601.16,6.7,1,4,1,6.3,0,1,23.0,0
SMB-00876,39,Month-to-month,Pro,PayPal,798.44,2.4,5,2,1,17.6,0,0,15.0,0
SMB-00877,54,Two-year,Pro,Manual invoice,678.4,4.2,3,4,0,5.3,1,0,71.0,0
SMB-00878,40,Month-to-month,Starter,Bank transfer,132.25,3.3,1,3,3,1.7,0,0,36.0,1
SMB-00879,46,Month-to-month,Growth,PayPal,571.37,3.3,3,2,1,19.8,0,0,79.0,0
SMB-00880,7,Annual,Starter,Credit card,108.49,4.6,6,1,1,11.7,0,0,15.0,0
SMB-00881,62,Two-year,Starter,Credit card,148.43,4.3,23,4,1,10.9,0,0,36.0,0
SMB-00882,33,Annual,Growth,Credit card,308.24,6.8,15,3,0,8.9,0,0,93.0,0
SMB-00883,12,Month-to-month,Starter,PayPal,120.64,4.5,10,3,0,4.0,0,1,12.0,1
SMB-00884,59,Two-year,Starter,Bank transfer,89.75,5.7,0,5,0,6.4,0,0,64.0,0
SMB-00885,53,Month-to-month,Pro,Bank transfer,902.44,4.9,7,9,1,18.0,1,0,-24.0,0
SMB-00886,4,Two-year,Pro,Manual invoice,874.18,7.6,4,4,1,3.9,1,0,56.0,1
SMB-00887,14,Annual,Pro,Credit card,1047.78,3.8,6,1,3,16.2,1,0,7.0,0
SMB-00888,2,Two-year,Starter,Manual invoice,187.17,3.8,9,3,1,10.1,1,0,61.0,0
SMB-00889,20,Month-to-month,Enterprise,Credit card,2177.65,6.1,4,4,2,10.1,0,0,-10.0,0
SMB-00890,8,Month-to-month,Growth,Credit card,230.5,3.8,2,4,2,0.0,0,1,66.0,0
SMB-00891,52,Annual,Growth,Bank transfer,361.28,5.6,1,2,3,10.6,0,0,27.0,0
SMB-00892,38,Month-to-month,Starter,Credit card,129.32,9.6,8,3,3,7.6,1,0,44.0,1
SMB-00893,71,Month-to-month,Pro,Bank transfer,946.59,2.3,1,0,2,0.0,0,1,34.0,0
SMB-00894,54,Two-year,Growth,PayPal,365.34,7.9,6,1,0,8.3,0,0,26.0,0
SMB-00895,45,Annual,Pro,PayPal,1305.48,3.4,1,4,1,5.4,0,0,6.0,0
SMB-00896,37,Month-to-month,Growth,Credit card,393.16,7.4,7,5,0,9.6,1,0,-4.0,0
SMB-00897,4,Month-to-month,Pro,Credit card,876.73,6.0,6,2,0,2.9,0,1,54.0,0
SMB-00898,6,Month-to-month,Growth,Credit card,312.86,5.8,29,4,0,1.9,0,0,-10.0,1
SMB-00899,45,Month-to-month,Enterprise,Bank transfer,1550.83,4.2,3,2,0,8.6,1,1,24.0,0
SMB-00900,1,Month-to-month,Starter,Credit card,130.29,3.9,4,3,1,5.6,0,0,-6.0,0
SMB-00901,4,Annual,Starter,Credit card,127.59,2.9,16,4,2,6.0,0,1,17.0,0
SMB-00902,16,Annual,Pro,PayPal,690.6,4.5,2,1,3,0.7,1,1,-37.0,0
SMB-00903,64,Month-to-month,Growth,Manual invoice,375.81,4.1,6,3,4,7.7,0,0,71.0,0
SMB-00904,34,Month-to-month,Growth,PayPal,366.58,4.9,4,3,1,11.8,0,0,54.0,0
SMB-00905,52,Annual,Pro,Credit card,769.91,1.4,4,1,0,9.6,1,0,28.0,0
SMB-00906,30,Annual,Growth,Bank transfer,311.64,4.5,10,1,3,5.8,0,0,36.0,0
SMB-00907,13,Two-year,Pro,Credit card,995.92,7.3,5,3,2,0.0,1,0,71.0,0
SMB-00908,27,Month-to-month,Starter,Credit card,113.41,6.6,6,1,0,2.9,1,0,11.0,0
SMB-00909,7,Annual,Pro,Credit card,776.38,4.6,8,2,0,3.5,0,0,75.0,0
SMB-00910,56,Month-to-month,Starter,Manual invoice,96.74,10.1,5,6,1,13.0,0,1,5.0,0
SMB-00911,14,Month-to-month,Growth,Bank transfer,367.85,3.2,3,2,1,12.8,0,0,28.0,1
SMB-00912,28,Two-year,Pro,Credit card,1134.01,4.3,4,3,1,9.9,0,0,-19.0,0
SMB-00913,71,Month-to-month,Starter,Bank transfer,126.36,1.3,4,1,5,5.9,0,0,78.0,1
SMB-00914,43,Month-to-month,Starter,Manual invoice,113.09,3.6,7,3,0,15.8,1,0,19.0,0
SMB-00915,34,Month-to-month,Starter,Credit card,129.62,8.4,8,1,2,11.8,1,0,41.0,0
SMB-00916,40,Month-to-month,Growth,PayPal,534.47,3.7,8,3,0,0.0,0,0,2.0,0
SMB-00917,57,Month-to-month,Growth,Credit card,429.57,1.1,7,1,1,17.5,0,1,22.0,0
SMB-00918,19,Annual,Starter,Credit card,128.07,6.4,7,4,2,7.0,0,1,-6.0,0
SMB-00919,46,Month-to-month,Pro,PayPal,1055.77,5.4,12,0,0,13.6,1,0,-0.0,0
SMB-00920,63,Month-to-month,Starter,Credit card,115.35,6.3,0,3,2,10.8,0,1,-28.0,0
SMB-00921,42,Two-year,Growth,PayPal,397.9,3.8,11,2,0,0.3,0,0,20.0,0
SMB-00922,33,Month-to-month,Growth,Credit card,336.28,2.3,9,4,1,5.2,0,0,4.0,0
SMB-00923,11,Two-year,Starter,Bank transfer,81.44,4.1,13,5,0,0.0,0,0,100.0,0
SMB-00924,18,Month-to-month,Starter,Bank transfer,130.74,5.7,0,5,1,3.4,0,1,-11.0,0
SMB-00925,69,Annual,Enterprise,PayPal,2617.29,4.3,0,2,3,8.9,1,1,4.0,0
SMB-00926,39,Month-to-month,Growth,PayPal,353.63,5.4,1,4,0,8.4,0,0,55.0,0
SMB-00927,22,Annual,Starter,Bank transfer,155.47,3.3,12,3,0,4.0,0,1,-6.0,0
SMB-00928,31,Month-to-month,Pro,Credit card,751.44,5.4,22,3,1,6.5,0,0,23.0,0
SMB-00929,42,Two-year,Growth,Credit card,244.04,4.5,5,3,2,8.7,0,0,,0
SMB-00930,39,Month-to-month,Starter,Bank transfer,100.81,2.9,7,1,2,12.0,1,0,51.0,1
SMB-00931,51,Annual,Growth,Bank transfer,258.51,4.8,3,1,0,4.2,0,0,29.0,0
SMB-00932,19,Month-to-month,Growth,Credit card,413.51,3.6,1,3,0,7.1,0,0,24.0,0
SMB-00933,47,Month-to-month,Starter,Manual invoice,99.43,5.9,7,1,1,0.5,0,1,61.0,0
SMB-00934,32,Month-to-month,Pro,Credit card,1151.21,6.4,10,1,2,0.7,0,0,70.0,0
SMB-00935,68,Month-to-month,Starter,Credit card,152.69,5.6,14,3,0,14.8,0,0,30.0,0
SMB-00936,12,Month-to-month,Starter,Manual invoice,95.23,0.9,4,1,1,17.2,1,0,45.0,1
SMB-00937,11,Annual,Starter,Bank transfer,98.05,2.4,2,2,3,9.2,0,0,9.0,0
SMB-00938,34,Month-to-month,Pro,PayPal,1028.65,3.1,5,3,1,6.0,0,0,67.0,0
SMB-00939,37,Month-to-month,Pro,Credit card,1149.81,2.7,8,2,3,5.2,1,1,54.0,1
SMB-00940,50,Month-to-month,Enterprise,Credit card,1451.09,3.3,21,5,2,15.3,0,0,16.0,1
SMB-00941,30,Month-to-month,Starter,Bank transfer,128.75,6.5,7,3,2,0.0,0,1,9.0,0
SMB-00942,66,Month-to-month,Pro,Credit card,519.57,6.0,7,0,1,21.6,0,0,90.0,0
SMB-00943,35,Annual,Growth,PayPal,331.31,3.6,4,5,2,8.5,0,0,10.0,0
SMB-00944,10,Month-to-month,Starter,Credit card,157.73,5.8,3,7,1,0.0,0,1,20.0,0
SMB-00945,9,Two-year,Starter,Credit card,254.66,5.2,15,5,3,22.8,0,0,-17.0,1
SMB-00946,71,Month-to-month,Pro,Credit card,847.84,4.4,4,2,1,0.0,0,0,63.0,0
SMB-00947,10,Month-to-month,Starter,Credit card,87.86,7.0,19,2,0,0.0,0,0,9.0,0
SMB-00948,69,Two-year,Growth,Credit card,334.22,3.0,2,3,1,2.6,0,0,28.0,0
SMB-00949,21,Month-to-month,Growth,PayPal,386.33,4.6,4,6,4,7.1,0,0,25.0,1
SMB-00950,7,Month-to-month,Starter,Bank transfer,101.49,2.2,13,3,2,15.2,1,0,100.0,1
SMB-00951,22,Two-year,Enterprise,Credit card,1904.58,2.3,1,1,2,5.9,0,1,90.0,0
SMB-00952,45,Two-year,Pro,Bank transfer,808.91,1.5,2,1,0,3.2,0,0,39.0,0
SMB-00953,31,Annual,Growth,Credit card,419.5,2.3,3,4,1,6.2,0,0,5.0,0
SMB-00954,57,Month-to-month,Growth,Credit card,364.24,4.7,2,5,3,6.1,0,0,32.0,0
SMB-00955,44,Annual,Growth,PayPal,304.83,3.8,6,4,1,16.6,1,1,26.0,0
SMB-00956,29,Two-year,Pro,PayPal,761.19,3.9,4,5,2,14.3,0,0,84.0,0
SMB-00957,46,Two-year,Starter,Bank transfer,108.2,3.8,1,1,3,4.4,1,0,100.0,0
SMB-00958,70,Month-to-month,Growth,Credit card,295.99,8.4,1,5,2,5.9,0,0,40.0,0
SMB-00959,30,Month-to-month,Starter,Credit card,100.56,2.0,7,8,2,0.0,0,0,56.0,1
SMB-00960,12,Month-to-month,Growth,PayPal,446.34,1.8,29,1,2,11.8,0,0,97.0,1
SMB-00961,30,Month-to-month,Growth,Bank transfer,358.74,2.6,6,2,1,7.7,0,1,47.0,0
SMB-00962,61,Annual,Starter,Bank transfer,77.41,4.3,5,2,2,10.3,0,1,0.0,0
SMB-00963,16,Month-to-month,Enterprise,Manual invoice,3100.94,5.6,0,2,2,11.8,0,1,25.0,0
SMB-00964,69,Month-to-month,Starter,Credit card,133.18,5.9,8,2,1,17.3,0,1,28.0,0
SMB-00965,43,Month-to-month,Starter,PayPal,84.92,6.6,3,4,1,5.7,1,1,3.0,0
SMB-00966,44,Month-to-month,Growth,Bank transfer,346.83,4.3,26,2,2,8.3,0,0,30.0,1
SMB-00967,23,Month-to-month,Growth,Credit card,311.73,3.6,2,1,0,17.4,0,0,-24.0,0
SMB-00968,67,Month-to-month,Starter,Credit card,142.13,8.1,27,5,1,7.0,0,0,-40.0,0
SMB-00969,3,Month-to-month,Growth,Bank transfer,346.28,0.0,3,1,2,7.5,0,0,27.0,1
SMB-00970,22,Two-year,Pro,Credit card,883.77,4.6,17,1,0,23.8,1,0,21.0,0
SMB-00971,31,Month-to-month,Starter,Bank transfer,114.46,5.4,6,2,1,7.7,0,0,92.0,0
SMB-00972,35,Month-to-month,Enterprise,PayPal,1657.71,8.6,16,4,3,18.4,1,0,12.0,1
SMB-00973,35,Month-to-month,Starter,Bank transfer,170.52,0.8,8,4,1,4.6,0,0,40.0,0
SMB-00974,11,Month-to-month,Growth,Bank transfer,448.43,3.6,8,3,2,5.3,0,0,15.0,1
SMB-00975,17,Month-to-month,Starter,Bank transfer,99.55,1.5,3,3,4,0.0,0,1,-35.0,1
SMB-00976,7,Month-to-month,Pro,Bank transfer,944.22,0.5,40,4,2,11.7,0,0,28.0,1
SMB-00977,42,Month-to-month,Pro,PayPal,1148.17,4.1,5,3,3,12.3,1,0,37.0,1
SMB-00978,26,Month-to-month,Starter,Credit card,121.68,6.3,4,4,1,8.5,1,0,10.0,0
SMB-00979,41,Annual,Starter,Manual invoice,177.09,7.2,0,3,2,10.8,0,0,,0
SMB-00980,43,Month-to-month,Starter,Credit card,248.88,3.3,1,4,1,13.3,0,0,63.0,0
SMB-00981,51,Month-to-month,Starter,Credit card,116.28,6.0,3,2,0,0.0,0,1,20.0,0
SMB-00982,40,Annual,Enterprise,PayPal,2074.74,4.1,3,0,2,8.4,0,0,74.0,0
SMB-00983,47,Month-to-month,Growth,Credit card,296.73,5.7,20,3,2,18.0,0,1,37.0,0
SMB-00984,43,Month-to-month,Growth,Credit card,218.5,7.0,13,4,4,6.3,0,0,67.0,0
SMB-00985,47,Month-to-month,Enterprise,Credit card,3278.89,4.1,4,2,1,0.0,1,1,85.0,0
SMB-00986,45,Month-to-month,Pro,PayPal,823.88,6.9,2,3,0,14.5,1,0,-2.0,0
SMB-00987,23,Month-to-month,Pro,Bank transfer,1120.17,1.8,4,3,3,8.9,0,1,68.0,1
SMB-00988,18,Two-year,Starter,Credit card,157.06,5.9,10,0,2,7.8,0,0,76.0,0
SMB-00989,57,Two-year,Starter,Bank transfer,91.58,6.8,2,1,0,5.6,0,0,68.0,0
SMB-00990,25,Two-year,Starter,Credit card,95.09,6.5,8,2,2,13.5,0,0,21.0,0
SMB-00991,40,Month-to-month,Starter,Manual invoice,185.61,1.9,1,5,2,4.7,0,0,-66.0,1
SMB-00992,15,Month-to-month,Growth,Credit card,373.4,4.0,6,6,1,16.7,0,0,100.0,0
SMB-00993,32,Month-to-month,Starter,Bank transfer,101.74,5.2,4,6,2,8.5,0,0,-25.0,1
SMB-00994,39,Month-to-month,Growth,Bank transfer,292.62,5.5,5,2,1,14.1,1,0,100.0,0
SMB-00995,46,Month-to-month,Growth,Bank transfer,366.8,4.8,11,0,0,13.4,0,0,-11.0,0
SMB-00996,38,Month-to-month,Starter,Manual invoice,174.94,7.6,14,2,3,0.9,0,0,-14.0,0
SMB-00997,26,Month-to-month,Starter,Credit card,142.43,1.6,1,1,2,10.9,0,0,33.0,1
SMB-00998,70,Month-to-month,Growth,PayPal,397.67,4.0,4,2,1,6.4,0,1,28.0,0
SMB-00999,37,Month-to-month,Growth,Credit card,565.27,0.8,4,4,1,11.9,1,0,100.0,0
SMB-01000,59,Annual,Pro,Bank transfer,1275.81,5.9,13,2,0,7.6,0,0,7.0,0
SMB-01001,54,Month-to-month,Pro,Credit card,978.41,5.7,5,2,1,0.0,0,1,62.0,0
SMB-01002,41,Two-year,Starter,Credit card,240.21,11.9,7,2,1,12.7,0,0,48.0,0
SMB-01003,64,Month-to-month,Starter,Credit card,112.8,6.8,2,2,2,0.0,0,1,-1.0,0
SMB-01004,10,Month-to-month,Starter,Credit card,157.91,5.2,1,3,1,8.8,0,0,50.0,0
SMB-01005,67,Month-to-month,Starter,Manual invoice,108.77,5.1,6,2,3,19.4,0,1,27.0,0
SMB-01006,62,Month-to-month,Growth,PayPal,476.22,3.8,2,3,0,16.4,0,0,71.0,0
SMB-01007,37,Month-to-month,Enterprise,Credit card,2255.5,4.8,7,3,2,10.4,0,0,23.0,0
SMB-01008,53,Month-to-month,Starter,Bank transfer,134.67,5.1,2,3,2,4.9,0,0,82.0,0
SMB-01009,38,Annual,Starter,PayPal,218.12,0.2,1,5,1,7.6,0,1,43.0,0
SMB-01010,20,Month-to-month,Pro,Credit card,1141.8,4.9,22,3,2,14.3,0,0,-12.0,1
SMB-01011,58,Month-to-month,Growth,Credit card,428.11,4.7,6,3,1,3.3,0,0,-32.0,1
SMB-01012,18,Two-year,Starter,PayPal,98.87,8.4,4,2,2,10.5,1,1,94.0,0
SMB-01013,23,Month-to-month,Starter,Credit card,125.78,4.2,29,4,1,2.9,0,1,28.0,1
SMB-01014,38,Annual,Enterprise,Bank transfer,1865.39,2.8,4,4,2,6.3,0,1,28.0,0
SMB-01015,61,Month-to-month,Starter,Credit card,149.79,5.1,28,4,1,5.2,0,0,39.0,1
SMB-01016,28,Month-to-month,Growth,Credit card,471.37,4.7,2,2,0,10.5,0,1,29.0,0
SMB-01017,36,Month-to-month,Pro,Bank transfer,860.48,4.2,5,2,0,11.3,0,1,34.0,0
SMB-01018,3,Month-to-month,Starter,PayPal,181.89,1.7,26,5,3,20.9,0,1,-27.0,1
SMB-01019,9,Annual,Pro,Manual invoice,1317.01,4.2,6,2,0,7.1,0,0,63.0,0
SMB-01020,5,Month-to-month,Starter,Credit card,124.57,3.2,1,2,1,9.9,1,0,36.0,1
SMB-01021,6,Month-to-month,Starter,PayPal,138.22,4.0,13,2,1,15.1,0,0,55.0,0
SMB-01022,63,Month-to-month,Starter,Manual invoice,103.58,6.1,9,1,0,7.8,0,0,11.0,0
SMB-01023,61,Two-year,Enterprise,Bank transfer,2242.12,3.0,2,1,0,8.6,0,0,30.0,0
SMB-01024,60,Annual,Starter,Manual invoice,91.65,4.0,3,2,1,11.7,1,0,-20.0,0
SMB-01025,5,Two-year,Starter,Manual invoice,106.47,5.7,9,7,1,3.9,0,0,69.0,0
SMB-01026,6,Annual,Enterprise,PayPal,2338.18,3.9,21,3,2,9.2,0,1,,0
SMB-01027,21,Annual,Starter,Manual invoice,79.23,10.2,11,2,1,3.1,0,0,-54.0,0
SMB-01028,41,Month-to-month,Pro,Bank transfer,1039.61,5.0,2,5,1,6.1,0,0,18.0,0
SMB-01029,25,Two-year,Growth,Bank transfer,490.64,1.8,10,3,1,20.9,0,0,44.0,0
SMB-01030,36,Month-to-month,Growth,Manual invoice,379.25,2.7,4,5,1,7.1,0,0,82.0,0
SMB-01031,13,Month-to-month,Pro,PayPal,458.56,2.4,3,4,0,9.3,1,0,-21.0,1
SMB-01032,53,Annual,Pro,Credit card,844.84,2.7,1,5,1,0.0,0,0,76.0,0
SMB-01033,23,Month-to-month,Starter,Credit card,84.7,5.7,1,4,2,10.6,0,0,55.0,0
SMB-01034,5,Month-to-month,Enterprise,Credit card,2060.74,2.1,16,0,2,19.9,0,0,14.0,0
SMB-01035,54,Month-to-month,Enterprise,PayPal,3450.27,3.8,21,3,2,2.9,1,1,62.0,1
SMB-01036,66,Month-to-month,Pro,Credit card,489.69,7.0,23,3,2,14.5,0,0,41.0,0
SMB-01037,2,Annual,Growth,Credit card,309.85,3.4,1,2,2,4.3,0,0,11.0,0
SMB-01038,32,Month-to-month,Growth,Bank transfer,467.58,6.0,5,2,2,0.0,0,0,69.0,0
SMB-01039,60,Annual,Growth,Credit card,318.84,0.8,6,5,1,5.4,0,0,79.0,0
SMB-01040,51,Month-to-month,Starter,Manual invoice,98.78,3.7,4,2,2,3.9,0,0,-19.0,1
SMB-01041,62,Annual,Growth,Bank transfer,631.61,2.6,0,4,0,8.7,1,0,43.0,0
SMB-01042,30,Month-to-month,Growth,Credit card,417.7,5.2,16,2,2,6.2,0,0,25.0,0
SMB-01043,27,Two-year,Growth,Credit card,479.98,2.2,0,2,1,2.0,0,1,47.0,0
SMB-01044,52,Month-to-month,Starter,PayPal,135.8,9.1,3,3,1,11.2,1,0,19.0,0
SMB-01045,12,Month-to-month,Growth,Bank transfer,395.68,0.9,2,7,1,15.0,0,0,83.0,0
SMB-01046,18,Month-to-month,Growth,Bank transfer,521.22,7.0,13,2,3,11.9,0,0,-36.0,1
SMB-01047,44,Month-to-month,Growth,Credit card,611.86,6.4,18,2,1,9.1,0,0,36.0,0
SMB-01048,49,Month-to-month,Enterprise,Manual invoice,1575.53,5.2,0,3,1,7.5,0,0,12.0,0
SMB-01049,9,Annual,Pro,PayPal,892.09,4.6,0,3,3,11.5,0,0,22.0,0
SMB-01050,37,Two-year,Starter,PayPal,118.71,8.6,1,3,0,4.7,1,0,-38.0,0
SMB-01051,27,Annual,Starter,Credit card,107.79,9.9,7,0,1,13.0,0,0,75.0,0
SMB-01052,37,Month-to-month,Growth,Manual invoice,485.62,4.0,21,3,0,0.3,1,0,-19.0,1
SMB-01053,70,Month-to-month,Growth,PayPal,405.21,4.8,3,1,0,0.0,0,0,46.0,0
SMB-01054,6,Annual,Pro,Credit card,1456.46,3.3,8,4,1,11.7,1,0,11.0,1
SMB-01055,72,Annual,Starter,Manual invoice,157.99,1.9,9,1,0,1.6,0,1,20.0,0
SMB-01056,33,Month-to-month,Starter,PayPal,168.79,5.5,1,5,0,3.5,0,0,51.0,0
SMB-01057,56,Two-year,Growth,PayPal,281.57,5.0,2,1,0,1.8,0,0,73.0,0
SMB-01058,31,Month-to-month,Pro,PayPal,735.74,1.0,15,2,0,11.6,0,0,-16.0,1
SMB-01059,23,Annual,Enterprise,Credit card,2002.8,5.5,1,2,2,3.2,0,0,16.0,1
SMB-01060,56,Two-year,Pro,Bank transfer,1252.85,5.1,8,0,1,16.3,0,1,40.0,0
SMB-01061,50,Annual,Growth,Credit card,298.38,3.2,5,3,2,12.6,0,0,28.0,1
SMB-01062,11,Month-to-month,Pro,Bank transfer,711.88,3.0,2,2,1,9.6,0,0,60.0,0
SMB-01063,51,Annual,Starter,Credit card,90.66,5.4,3,0,1,17.6,1,1,83.0,0
SMB-01064,55,Month-to-month,Growth,Credit card,756.29,8.0,6,3,1,2.4,1,0,7.0,0
SMB-01065,28,Annual,Enterprise,Manual invoice,2316.16,5.4,1,5,4,8.8,0,0,1.0,0
SMB-01066,67,Month-to-month,Growth,Credit card,433.83,6.2,32,5,0,0.0,1,0,49.0,0
SMB-01067,47,Annual,Enterprise,PayPal,1804.56,2.7,10,1,2,4.8,0,1,-12.0,1
SMB-01068,25,Two-year,Starter,Credit card,152.52,3.6,7,1,0,0.1,0,1,47.0,0
SMB-01069,1,Month-to-month,Starter,Credit card,77.02,5.8,4,1,1,13.5,0,0,28.0,0
SMB-01070,49,Month-to-month,Growth,Credit card,297.5,1.5,11,5,4,15.6,0,0,24.0,1
SMB-01071,16,Annual,Enterprise,Credit card,1998.96,5.0,2,1,2,6.4,1,0,55.0,0
SMB-01072,55,Month-to-month,Starter,Bank transfer,126.75,5.6,4,3,3,21.7,0,0,13.0,1
SMB-01073,38,Month-to-month,Pro,Credit card,738.13,4.4,3,2,0,2.9,0,0,100.0,0
SMB-01074,34,Month-to-month,Starter,Bank transfer,175.65,5.2,24,2,1,0.9,0,0,20.0,0
SMB-01075,12,Month-to-month,Pro,Bank transfer,1020.66,4.6,19,5,1,4.8,0,1,4.0,1
SMB-01076,52,Annual,Growth,Credit card,319.82,3.1,5,5,1,10.3,0,0,100.0,0
SMB-01077,12,Annual,Starter,Credit card,153.99,1.9,15,2,2,13.7,0,1,,0
SMB-01078,31,Month-to-month,Pro,Credit card,815.72,4.3,11,3,1,12.8,0,0,-7.0,0
SMB-01079,61,Month-to-month,Pro,Credit card,776.49,7.4,11,2,3,6.0,0,0,24.0,0
SMB-01080,67,Month-to-month,Growth,Credit card,475.39,6.8,35,5,0,14.7,0,0,94.0,0
SMB-01081,72,Month-to-month,Starter,PayPal,64.99,3.7,6,3,2,4.9,0,1,39.0,0
SMB-01082,69,Annual,Starter,Bank transfer,144.2,3.7,3,0,0,25.5,0,0,-2.0,0
SMB-01083,41,Month-to-month,Enterprise,PayPal,2008.11,3.5,7,1,2,14.4,0,1,63.0,0
SMB-01084,15,Month-to-month,Growth,PayPal,317.83,3.5,5,4,0,0.0,0,0,52.0,0
SMB-01085,61,Two-year,Pro,Bank transfer,1468.4,5.1,6,4,0,5.1,0,0,51.0,0
SMB-01086,58,Month-to-month,Growth,Credit card,332.74,6.8,1,3,1,3.5,1,1,-27.0,0
SMB-01087,72,Annual,Pro,Credit card,1142.96,9.5,5,6,1,20.7,0,0,-7.0,0
SMB-01088,47,Month-to-month,Starter,Bank transfer,128.68,2.7,1,7,1,2.4,0,1,-24.0,0
SMB-01089,11,Month-to-month,Growth,Credit card,418.18,5.9,5,4,0,0.0,1,0,18.0,1
SMB-01090,37,Month-to-month,Growth,Credit card,356.93,5.7,9,4,1,14.1,0,0,81.0,0
SMB-01091,33,Annual,Starter,Manual invoice,111.25,3.8,4,1,0,0.0,0,0,-35.0,0
SMB-01092,61,Annual,Starter,Credit card,175.82,2.2,5,1,0,5.9,0,0,-12.0,0
SMB-01093,29,Month-to-month,Growth,Credit card,479.52,5.1,1,1,1,12.9,0,0,-30.0,0
SMB-01094,24,Month-to-month,Pro,Manual invoice,794.31,9.2,2,0,2,5.7,0,0,57.0,0
SMB-01095,6,Month-to-month,Growth,Credit card,292.57,5.1,5,6,1,16.6,0,1,95.0,0
SMB-01096,61,Annual,Starter,Credit card,103.69,2.8,17,4,1,10.4,0,0,39.0,0
SMB-01097,55,Annual,Enterprise,Credit card,3067.44,4.2,1,3,1,2.6,0,0,47.0,0
SMB-01098,3,Annual,Starter,Credit card,161.12,2.0,1,3,0,9.4,0,0,29.0,0
SMB-01099,32,Two-year,Starter,Manual invoice,137.86,4.5,15,2,0,18.6,0,0,24.0,0
SMB-01100,35,Month-to-month,Enterprise,Bank transfer,1602.04,6.0,16,1,2,9.6,0,1,54.0,0
SMB-01101,34,Annual,Pro,Bank transfer,1086.63,3.0,2,2,0,11.2,1,1,-2.0,0
SMB-01102,67,Annual,Enterprise,Credit card,3324.65,0.0,8,3,1,10.9,0,0,52.0,0
SMB-01103,11,Month-to-month,Pro,Credit card,939.91,5.1,35,3,1,3.8,0,0,19.0,1
SMB-01104,23,Two-year,Growth,Bank transfer,623.36,3.4,4,2,1,0.0,0,0,,0
SMB-01105,14,Month-to-month,Starter,Credit card,86.25,2.8,0,3,0,10.4,0,1,10.0,0
SMB-01106,18,Annual,Starter,Credit card,142.41,2.8,11,2,2,16.8,0,0,-44.0,0
SMB-01107,66,Annual,Enterprise,Bank transfer,1859.7,5.4,38,4,0,11.7,1,0,56.0,0
SMB-01108,68,Two-year,Pro,PayPal,1172.66,3.6,6,1,2,0.0,0,0,26.0,0
SMB-01109,4,Month-to-month,Growth,Manual invoice,442.92,6.5,15,3,0,10.6,1,0,27.0,1
SMB-01110,46,Month-to-month,Growth,PayPal,596.16,6.6,1,0,1,13.8,0,0,96.0,0
